Birch_base,DBSCAN_base,Birch_bayes_best,DBSCAN_bayes_best,Passed
768,19,349,5,1
2380,7,183,3,0
2537,0,1780,0,0
1054,2,283,2,1
898,8,30,4,0
1413,0,2387,0,0
2065,6,946,4,1
880,10,221,5,0
2451,7,374,3,1
1000,3,800,3,0
595,6,634,4,1
2598,0,1689,0,0
1556,1,801,1,0
433,2,1061,2,1
1670,6,1944,4,1
2543,6,1796,4,1
2025,7,1297,3,1
1216,0,689,0,0
1854,5,2392,1,0
694,6,1369,4,1
2136,1,410,1,0
1981,0,2326,0,1
2071,7,2539,3,1
2661,9,1173,2,1
2422,1,198,1,0
2582,8,1569,4,0
2180,4,2178,0,1
1868,8,1986,4,0
255,5,916,1,1
956,0,13,0,1
320,7,1247,3,1
534,5,966,1,1
2647,5,1597,1,1
923,2,1087,2,1
126,-1,1452,3,0
852,5,1597,1,1
1966,5,2272,1,1
90,6,629,4,0
2263,7,1734,3,1
1229,5,468,1,1
1933,-1,1264,2,0
748,3,337,3,0
2071,7,2265,3,0
2515,9,1890,2,0
2658,3,1023,3,1
848,9,297,2,0
2440,9,1572,2,0
1413,0,2387,0,1
588,8,30,4,1
2388,2,245,2,1
1512,11,1976,5,1
1649,8,1987,4,0
203,16,1378,5,0
2123,1,1801,1,0
795,-1,64,4,1
1584,4,1988,0,1
532,5,993,1,1
2611,8,984,4,0
1,1,1436,1,1
1918,7,1965,3,0
609,6,134,4,1
1746,1,2343,1,0
2329,2,1559,2,1
387,8,928,4,1
2237,7,1714,3,0
671,-1,1453,3,0
1007,4,648,0,0
1968,1,965,1,1
80,7,474,3,1
2525,4,1776,0,0
2278,0,1799,0,1
1730,-1,2269,4,1
1934,4,1989,0,0
2621,7,1616,3,1
2001,5,985,1,1
2605,5,1600,1,1
2151,1,2152,1,1
3,1,448,1,1
93,2,1921,2,1
1929,5,2498,1,0
352,0,131,0,1
869,6,214,4,0
1055,5,761,1,1
1375,7,1761,3,1
1051,1,773,1,0
2586,0,1718,0,0
1935,2,2484,2,0
1869,10,2535,5,1
2590,4,1703,0,1
1399,5,1927,1,0
593,4,3,0,1
1338,0,1910,0,1
2180,4,2178,0,0
1859,1,2533,1,1
1208,9,610,2,1
904,2,195,2,1
1257,3,465,3,1
2666,2,902,2,1
2244,9,1756,2,1
692,4,580,0,1
50,9,1404,2,0
1610,4,2178,0,0
763,9,325,2,0
533,3,1003,3,1
2385,4,209,0,0
1592,6,807,4,1
2321,11,1825,5,0
750,3,280,3,1
1388,6,2285,4,0
468,6,1212,4,0
228,9,1377,2,1
136,4,1373,0,1
2189,4,3,0,1
2292,2,1829,2,0
258,3,920,3,1
1990,8,2503,4,0
230,9,1359,2,1
628,-1,649,1,1
92,7,80,3,0
1937,7,1387,3,1
1402,3,1730,3,0
681,7,25,3,0
1674,9,2104,2,1
233,3,1438,3,1
821,9,305,2,1
1860,7,2274,3,0
2438,7,374,3,1
1515,9,548,2,1
12,1,1360,1,0
599,0,643,0,0
2530,1,1671,1,0
2126,3,1729,3,0
1679,2,802,2,0
1084,9,835,2,0
1542,-1,1946,1,0
2146,2,311,2,1
2527,8,1542,4,0
620,0,76,0,1
2581,1,1775,1,1
2000,9,2340,2,0
61,1,1411,1,0
2315,0,1755,0,0
98,2,562,2,1
2201,3,1857,3,1
880,10,10,5,0
2650,9,1556,2,1
432,2,1081,2,0
953,7,184,3,0
2654,9,983,2,0
1690,1,1959,1,0
1974,0,2280,0,0
194,8,1457,4,1
535,1,1042,1,1
1979,6,2353,4,0
289,6,911,4,0
1191,8,727,4,1
599,0,681,0,1
554,4,637,0,1
1786,1,2606,1,0
854,7,302,3,0
2558,5,1851,1,1
39,3,1426,3,0
2576,6,1533,4,0
90,6,629,4,1
355,6,1461,4,1
2598,0,1689,0,0
458,7,1089,3,0
1006,3,618,3,1
2598,0,1537,0,0
2492,2,1605,2,0
668,0,488,0,1
1030,0,830,0,1
400,2,1066,2,1
1044,9,2104,2,1
1878,4,2483,0,1
2433,3,1573,3,0
2604,7,1535,3,1
2120,5,1050,1,0
2574,4,1664,0,0
428,3,1054,3,0
439,6,1128,4,1
2531,6,1642,4,0
1368,2,2150,2,0
1313,3,2124,3,1
315,1,924,1,0
2239,5,1790,1,0
1199,3,499,3,0
1029,9,899,2,1
669,2,65,2,0
1045,6,1972,4,1
1446,8,1986,4,1
2198,6,1752,4,0
1543,-1,2076,4,1
2321,11,1791,5,1
783,0,199,0,0
2140,1,1634,1,1
1133,1,868,1,0
1399,5,2335,1,1
1366,8,2204,4,1
472,3,1073,3,0
49,2,1410,2,0
1692,5,2187,1,0
1963,4,1772,0,0
887,9,43,2,1
769,2,675,2,0
2461,3,208,3,0
1978,3,2313,3,1
2618,5,2405,1,0
265,4,991,0,1
1065,2,2150,2,1
2534,6,1808,4,0
588,8,136,4,0
2633,0,1660,0,1
1339,10,2107,5,0
967,-1,1129,0,0
1200,6,636,4,0
1818,10,2294,5,0
1822,1,2372,1,0
1362,7,2113,3,0
2412,7,244,3,0
329,5,1330,1,1
2577,9,1706,2,1
403,5,1120,1,0
898,8,1203,4,1
1868,8,1950,4,0
615,1,150,1,0
335,6,1244,4,1
2635,2,1563,2,0
2240,8,1721,4,1
2335,2,1625,2,0
2616,7,1551,3,1
2225,1,1769,1,1
280,3,1036,3,1
770,2,38,2,1
2188,4,1683,0,1
2257,10,1854,5,0
726,7,78,3,1
2566,6,1831,4,1
399,2,1415,2,1
283,0,1277,0,0
1970,8,2339,4,1
1407,6,1595,4,1
2037,2,2505,2,0
53,0,1423,0,0
2525,4,1747,0,0
1366,8,1966,4,0
2137,5,400,1,1
948,0,191,0,1
450,8,1101,4,1
2150,1,1821,1,1
1047,3,826,3,1
1367,6,2188,4,0
2527,8,402,4,0
266,1,990,1,1
1055,5,761,1,1
1343,9,1847,2,0
2642,7,1582,3,1
836,9,181,2,0
1735,2,1985,2,1
2000,9,2356,2,1
1414,0,2132,0,1
2283,0,1799,0,1
412,-1,66,1,0
1210,3,735,3,0
1981,0,1570,0,1
345,4,1093,0,0
2533,3,1850,3,0
1891,9,2477,2,1
751,4,294,0,0
2151,1,891,1,1
792,6,343,4,0
2177,4,1731,0,1
1762,8,2534,4,0
2312,5,1878,1,0
2609,2,1547,2,1
1800,8,2485,4,1
1416,9,2309,2,1
1190,4,798,0,1
570,10,631,5,0
2316,9,1872,2,0
2582,8,1586,4,1
904,2,195,2,1
1391,5,2112,1,0
405,9,1377,2,0
857,5,296,1,1
263,10,1000,5,1
357,3,1108,3,0
1641,-1,1909,0,1
237,-1,1454,5,0
1963,4,2390,0,0
83,8,981,4,1
1014,7,796,3,1
1986,4,991,0,1
1414,0,2196,0,0
2285,0,1787,0,0
1618,5,2137,1,1
986,7,505,3,1
2457,1,219,1,0
1839,9,2411,2,0
26,5,1432,1,1
95,8,518,4,0
2646,8,1665,4,0
2637,2,902,2,1
267,2,1239,2,0
2343,4,295,0,1
1761,4,2189,0,0
2138,2,1609,2,1
366,10,1123,5,0
2085,11,1006,5,1
367,11,1399,5,0
1340,1,2135,1,1
2575,5,1553,1,1
1889,7,2603,3,0
479,2,1061,2,0
2266,3,1857,3,0
1057,8,780,4,0
1065,2,870,2,1
1609,3,2154,3,0
2076,5,1007,1,1
1981,0,2351,0,1
116,6,1412,4,0
1405,3,1376,3,1
268,8,981,4,1
2003,0,2351,0,1
1294,4,567,0,0
1761,4,2189,0,0
2573,1,2102,1,1
2606,8,1569,4,1
69,7,1368,3,0
2156,5,2190,1,0
1008,-1,650,5,1
2077,9,1030,2,1
501,7,1069,3,1
899,4,67,0,0
1393,9,2309,2,0
89,2,21,2,1
373,0,927,0,0
226,6,1362,4,0
1624,-1,2191,5,1
861,5,1584,1,1
2210,8,1763,4,0
2566,6,1561,4,1
2548,8,1798,4,1
392,8,1437,4,1
2593,10,1565,5,0
1405,3,1939,3,1
75,2,461,2,1
731,1,1,1,0
58,2,1366,2,1
693,7,32,3,0
1365,2,1837,2,1
2442,3,1554,3,0
952,3,1068,3,1
2527,8,1599,4,1
2645,9,1607,2,1
2,1,447,1,1
598,6,68,4,0
2543,6,1796,4,1
2102,3,2345,3,0
2619,10,1534,5,1
501,7,1213,3,0
1961,5,2526,1,0
543,0,914,0,0
530,0,1095,0,1
278,5,1205,1,0
1396,6,1948,4,1
611,0,339,0,0
1398,8,1586,4,0
865,5,906,1,0
1057,8,396,4,0
1896,11,2303,5,1
2151,1,2152,1,1
331,7,1228,3,0
2412,7,275,3,1
282,9,939,2,0
1082,-1,793,5,1
2587,1,1662,1,0
500,5,1143,1,0
2009,0,2325,0,0
2641,0,1576,0,0
1051,1,750,1,1
1044,9,759,2,0
2204,3,2122,3,1
2245,9,1706,2,0
1313,3,2124,3,1
368,0,1095,0,1
524,6,950,4,1
2149,2,1815,2,1
2555,6,261,4,1
1672,5,2190,1,1
265,4,1430,0,0
2592,5,1600,1,1
94,2,2552,2,0
1729,-1,1824,5,1
5,5,1443,1,0
2573,1,1610,1,1
2596,6,1663,4,1
2310,1,2412,1,0
1341,-1,2162,0,0
527,4,954,0,1
1506,0,1930,0,1
369,5,1383,1,1
1512,11,1990,5,1
986,7,505,3,0
2195,7,1741,3,0
1408,1,2156,1,0
558,7,108,3,0
112,7,1266,3,1
1927,0,2531,0,1
2020,8,1240,4,0
884,9,22,2,0
1679,2,802,2,0
854,7,317,3,0
1225,11,604,5,0
2440,9,350,2,1
1381,4,2110,0,0
2642,7,1582,3,0
395,4,129,0,0
2072,1,2520,1,0
2240,8,1721,4,0
2170,0,1751,0,1
2039,4,2512,0,0
892,4,71,0,1
495,2,1116,2,0
255,5,969,1,1
405,9,1318,2,0
2639,3,1688,3,0
603,6,289,4,1
2647,5,1597,1,1
204,4,1442,0,0
2238,7,1827,3,1
2263,7,1588,3,0
577,4,637,0,1
2587,1,1610,1,0
872,0,191,0,1
1892,11,2532,5,1
1386,4,1949,0,0
166,5,1455,1,0
2515,9,1890,2,0
2011,4,2462,0,0
55,2,1456,2,1
2152,-1,318,1,0
1396,6,2285,4,0
1589,1,2241,1,1
1678,2,1911,2,1
1503,1,1914,1,1
2660,9,1649,2,0
1086,3,1835,3,1
2573,1,1610,1,1
1963,4,2434,0,1
1072,2,765,2,1
898,8,225,4,0
124,1,1360,1,0
1356,2,2106,2,0
900,8,20,4,0
2598,0,1689,0,1
440,0,1110,0,0
2432,7,302,3,0
358,8,30,4,1
992,4,637,0,0
2302,0,2319,0,1
2623,9,1687,2,0
838,5,190,1,1
381,4,1373,0,1
1319,-1,1836,5,0
1838,5,2409,1,1
1939,8,2538,4,1
2636,9,1649,2,1
2019,7,2510,3,0
29,0,2115,0,0
846,5,226,1,1
614,9,103,2,0
2337,6,1679,4,0
761,10,384,5,0
1394,4,2180,0,0
1214,2,763,2,0
1211,5,803,1,1
307,4,1242,0,0
503,5,1647,1,0
2623,9,181,2,1
1081,6,307,4,0
921,2,1158,2,0
502,1,1694,1,0
2095,6,2442,4,0
1971,9,2457,2,1
1258,9,519,2,0
1050,9,818,2,0
22,8,490,4,0
1703,9,1937,2,0
640,9,125,2,0
1055,5,683,1,0
1743,1,2116,1,1
1242,11,520,5,0
834,1,327,1,1
2596,6,1663,4,1
28,0,547,0,0
2496,4,364,0,0
1695,2,1941,2,0
861,5,274,1,0
115,8,1457,4,0
1981,0,2326,0,1
295,3,1037,3,0
2632,2,1678,2,0
748,3,337,3,1
2593,10,1565,5,0
2594,6,1608,4,1
258,3,920,3,0
109,2,1269,2,1
1886,4,2465,0,0
656,0,1435,0,0
2177,4,1733,0,1
2615,1,2271,1,1
1699,9,1920,2,0
890,7,1140,3,1
2121,1,1539,1,1
2605,5,1600,1,0
100,10,1398,5,1
385,7,1518,3,1
1397,2,2128,2,0
1437,6,487,4,0
8,6,467,4,0
2147,1,203,1,1
101,1,448,1,1
783,0,110,0,1
1465,2,1991,2,0
2595,7,2366,3,0
424,5,1401,1,0
2122,8,334,4,1
89,2,902,2,1
1019,-1,651,3,1
629,9,69,2,0
1672,5,768,1,0
1251,6,521,4,0
1837,6,2358,4,1
2101,5,2508,1,0
1541,4,1971,0,0
142,9,1267,2,0
441,-1,1130,3,0
1452,6,2050,4,1
1333,9,2131,2,0
1370,4,1713,0,0
2632,2,1678,2,1
81,4,1430,0,1
2151,1,2152,1,1
2015,1,2491,1,0
2494,4,1747,0,0
1139,2,795,2,1
192,-1,1458,2,0
1399,5,2114,1,0
1325,5,2112,1,0
2451,7,1659,3,1
93,2,1921,2,1
93,2,1921,2,0
882,2,59,2,0
2593,10,1565,5,1
455,8,1146,4,1
36,5,469,1,0
976,5,1163,1,0
1701,7,796,3,0
2082,5,1241,1,0
2189,4,308,0,0
2642,7,923,3,1
1329,0,2169,0,1
1035,3,742,3,1
1356,2,1837,2,1
2597,1,1736,1,0
1442,4,522,0,0
2466,10,323,5,0
89,2,642,2,0
582,4,54,0,0
2141,8,331,4,0
1592,6,2188,4,1
1535,9,1929,2,1
1381,4,2120,0,0
253,0,1423,0,0
1841,6,2297,4,1
1999,2,2505,2,0
433,2,1131,2,0
1866,8,2293,4,0
5,5,1383,1,0
2442,3,1617,3,1
299,-1,1009,2,1
208,8,1457,4,1
1293,4,550,0,0
94,2,561,2,1
482,4,1076,0,1
860,4,192,0,1
2161,4,304,0,1
574,4,58,0,1
838,5,222,1,1
93,2,495,2,1
1564,2,1913,2,0
2195,7,1741,3,0
83,8,981,4,1
259,7,929,3,1
1375,7,2274,3,0
305,5,944,1,1
751,4,294,0,1
2608,1,1662,1,1
1405,3,316,3,0
578,2,12,2,0
376,0,1052,0,0
1360,7,2147,3,0
529,9,955,2,0
433,2,1131,2,0
1186,5,615,1,0
1893,7,2277,3,0
512,8,936,4,1
2370,2,1696,2,1
1391,5,2112,1,0
2432,7,374,3,1
855,3,351,3,0
1682,5,1924,1,1
1763,20,2168,5,0
2121,1,1807,1,0
2587,1,1662,1,0
530,0,1165,0,0
2597,1,1736,1,1
1391,5,2114,1,1
1962,0,942,0,0
1864,9,2447,2,0
238,6,597,4,1
504,1,912,1,0
982,-1,616,3,0
1316,5,2112,1,0
2153,5,1746,1,1
840,9,217,2,0
2127,1,1843,1,0
1541,4,748,0,0
2064,3,2454,3,0
2469,1,219,1,1
2017,8,2613,4,0
1532,9,1964,2,1
2182,0,1823,0,0
880,10,1123,5,0
1426,8,1923,4,1
1010,10,740,5,0
1974,0,2280,0,1
569,1,508,1,1
731,1,1,1,0
2040,2,2458,2,1
873,5,94,1,0
1590,3,1973,3,0
220,8,1511,4,1
419,3,1105,3,0
1866,8,2293,4,1
2199,5,1767,1,0
772,5,291,1,0
274,7,1278,3,0
1826,4,1838,0,0
1977,6,937,4,0
2666,2,1055,2,0
2335,2,1887,2,0
2567,0,1627,0,1
2408,4,231,0,1
2405,1,1661,1,1
1072,2,765,2,0
2449,7,1637,3,0
1864,9,2461,2,1
1825,2,2329,2,0
123,6,1375,4,1
429,8,1204,4,1
1991,4,2487,0,1
2111,3,2308,3,1
1399,5,1924,1,0
2242,4,1731,0,1
385,7,1067,3,0
2269,5,1883,1,0
1856,3,2517,3,0
628,-1,649,1,0
762,4,313,0,0
2037,2,980,2,1
1862,0,2440,0,1
535,1,1024,1,0
773,5,624,1,1
2466,10,323,5,0
1396,6,2285,4,1
1510,0,2067,0,1
2573,1,1624,1,0
1118,6,804,4,0
873,5,94,1,1
403,5,1120,1,1
77,4,1053,0,1
531,0,935,0,0
371,3,316,3,0
94,2,1425,2,0
1860,7,2274,3,1
1440,8,1947,4,1
2405,1,250,1,1
1408,1,2102,1,1
2373,6,1646,4,0
1884,0,2497,0,1
53,0,547,0,1
358,8,982,4,0
308,1,1250,1,0
1508,9,1929,2,0
774,2,326,2,1
2492,2,283,2,1
2038,1,2563,1,0
2650,9,983,2,0
477,8,904,4,1
1054,2,311,2,1
1961,5,2526,1,0
2369,4,187,0,1
482,4,1076,0,1
1028,6,289,4,0
1479,7,544,3,0
1609,3,2154,3,1
2019,7,2510,3,0
127,2,1269,2,1
2333,7,1560,3,1
1424,3,1975,3,0
1866,8,2485,4,1
106,12,1229,2,0
2537,0,1880,0,1
973,6,907,4,1
1643,7,2069,3,1
1817,3,2295,3,0
1191,8,727,4,1
1443,1,1981,1,0
754,7,27,3,0
1014,7,859,3,1
1869,10,1322,5,1
2201,3,1830,3,1
884,9,43,2,1
2600,4,1664,0,0
2463,3,1839,3,0
95,8,529,4,0
611,0,339,0,0
1263,1,464,1,0
2136,1,410,1,0
2003,0,1010,0,1
1135,9,789,2,1
1777,3,2158,3,1
1975,9,2344,2,0
2366,8,1542,4,0
581,1,4,1,1
88,8,518,4,0
407,10,1100,5,1
2356,6,1642,4,0
522,0,1039,0,1
563,1,1,1,0
2566,6,1561,4,0
486,1,994,1,0
2560,6,1566,4,0
1415,0,1718,0,0
260,1,909,1,0
2418,3,257,3,0
1568,0,875,0,0
1316,5,2112,1,0
2550,6,1652,4,0
92,7,80,3,1
2140,1,378,1,1
871,0,287,0,1
2550,6,1752,4,1
2306,5,2338,1,0
768,11,432,5,1
1768,0,2192,0,0
762,4,295,0,0
1949,6,2536,4,1
1929,5,2498,1,1
2432,7,1582,3,1
1508,9,1929,2,1
205,2,1395,2,1
996,2,564,2,0
204,-1,1521,0,1
2531,6,1656,4,0
1894,6,2109,4,1
1003,3,638,3,1
1832,3,2373,3,1
2147,1,203,1,0
853,8,396,4,0
1834,8,2375,4,0
480,2,910,2,0
848,9,217,2,1
617,9,103,2,0
1999,2,2505,2,1
1401,7,2207,3,0
2459,3,293,3,0
1679,2,1911,2,0
1407,6,1595,4,1
2604,7,1535,3,0
745,8,310,4,0
2078,-1,970,5,0
848,9,344,2,0
2091,3,967,3,0
1868,8,2486,4,0
53,0,1423,0,1
1409,5,1648,1,0
1787,8,2365,4,1
988,7,108,3,0
1368,2,2150,2,0
2335,2,1887,2,0
1732,9,2352,2,0
280,3,1036,3,0
318,5,1268,1,0
2359,4,1545,0,0
2589,8,1744,4,0
1089,7,867,3,1
2398,6,256,4,0
325,8,1022,4,0
836,9,193,2,0
1401,7,1582,3,0
498,3,915,3,1
1151,-1,352,5,1
2613,3,1548,3,0
1972,5,2279,1,1
99,1,504,1,0
2440,9,350,2,0
1366,8,2204,4,0
2293,7,1795,3,1
1807,8,2428,4,1
859,6,1642,4,0
851,1,203,1,1
1107,0,822,0,1
1387,9,1607,2,0
1039,7,2147,3,0
1733,2,2288,2,0
531,0,935,0,0
1385,3,1554,3,1
370,0,131,0,0
267,2,1269,2,0
2039,4,2512,0,0
2616,7,1551,3,1
2327,8,225,4,0
2132,8,333,4,0
1282,2,471,2,0
2041,4,2464,0,1
1396,6,1461,4,1
543,0,914,0,1
2200,2,1765,2,0
796,-1,332,3,1
2580,1,1590,1,1
500,5,1008,1,1
2642,7,1659,3,1
769,2,303,2,1
1858,8,2268,4,0
2165,0,1709,0,1
2040,2,2458,2,0
58,2,1366,2,0
1269,2,482,2,0
2204,3,2154,3,1
290,3,1238,3,0
2123,1,1624,1,1
1591,7,1925,3,1
1974,0,2280,0,0
750,3,383,3,0
317,8,913,4,1
2180,4,1855,0,0
808,5,279,1,0
1366,8,2155,4,1
706,1,79,1,0
355,6,937,4,1
556,6,16,4,1
323,2,1269,2,1
1979,6,2353,4,0
2259,9,1792,2,0
1604,8,2149,4,1
885,6,1132,4,0
2344,11,1619,5,1
2664,9,1691,2,0
1718,9,2311,2,1
574,4,35,0,1
96,10,572,5,1
1708,9,1904,2,0
304,8,913,4,1
1056,4,790,0,0
2456,7,1714,3,0
2441,3,429,3,0
479,2,1055,2,1
986,7,505,3,0
1858,8,2268,4,0
1366,8,1966,4,0
2163,9,1572,2,0
1877,5,2526,1,1
1716,7,2389,3,0
1041,3,679,3,0
1425,6,1932,4,1
611,0,76,0,1
1768,0,2192,0,1
279,3,903,3,0
1161,5,624,1,0
968,0,1110,0,1
1749,5,1841,1,0
607,7,32,3,1
1198,5,752,1,0
2255,2,1541,2,0
1040,6,770,4,0
1993,6,1002,4,0
18,3,1367,3,1
2202,2,1765,2,0
2585,5,1647,1,0
2108,0,949,0,1
833,5,296,1,0
259,7,929,3,0
918,3,204,3,0
303,7,1232,3,0
2604,7,1588,3,1
2268,2,1705,2,1
1031,2,731,2,0
2127,1,1843,1,0
849,6,206,4,1
852,5,222,1,1
1840,3,2354,3,1
1987,11,2417,5,1
506,1,912,1,0
2230,11,1882,5,1
311,4,1276,0,1
2420,0,247,0,1
2243,6,1810,4,0
2123,1,1594,1,1
2363,5,1653,1,1
2378,-1,220,4,1
1250,6,1459,4,1
1644,4,1940,0,0
276,1,924,1,0
373,0,1390,0,0
1557,8,785,4,1
249,6,1369,4,0
2588,7,1582,3,1
1475,0,497,0,0
80,7,1370,3,0
88,8,1428,4,1
2125,2,355,2,1
1213,1,773,1,1
31,5,1927,1,1
256,2,1605,2,1
258,3,1023,3,0
375,6,921,4,1
2123,1,1624,1,1
2151,1,2152,1,1
833,5,216,1,0
553,1,75,1,0
1190,4,798,0,1
1643,7,2134,3,0
2119,1,2332,1,1
2136,1,300,1,0
1838,5,2306,1,1
2096,3,2454,3,0
1202,5,469,1,0
1557,8,821,4,1
371,3,1108,3,1
2623,9,1640,2,0
1841,6,2297,4,0
562,7,27,3,1
1414,0,2132,0,0
429,8,1122,4,1
1977,6,2471,4,1
1411,0,1570,0,1
2042,8,2537,4,0
2282,9,1735,2,1
1989,0,2440,0,0
1393,9,1722,2,1
268,8,905,4,0
2336,1,1574,1,0
943,9,1114,2,0
2000,9,2340,2,0
758,7,312,3,0
2242,4,1747,0,1
1262,2,451,2,0
2270,1,1785,1,1
2582,8,1586,4,1
576,8,62,4,0
627,11,1462,5,0
881,7,78,3,1
2241,2,2427,2,1
60,2,1419,2,0
1186,5,615,1,1
2145,7,1786,3,1
2635,2,1674,2,1
443,9,1154,2,0
2593,10,1565,5,0
2340,0,1537,0,0
444,8,1204,4,0
2195,7,2212,3,1
2291,6,1864,4,1
1592,6,1972,4,0
2360,4,1703,0,0
1425,6,1919,4,0
959,9,1114,2,0
2610,4,1654,0,1
1393,9,2352,2,1
1786,1,2304,1,1
2002,9,2309,2,0
1981,0,2351,0,0
2624,2,947,2,1
1879,6,2466,4,0
1200,6,636,4,1
1544,-1,2068,0,1
69,7,1368,3,1
1391,5,1790,1,0
73,8,518,4,0
1283,5,545,1,0
1858,8,1950,4,0
1424,3,2037,3,1
1857,7,2323,3,1
1988,4,2434,0,0
2146,2,311,2,1
2007,11,2417,5,0
2410,8,397,4,1
2079,-1,2546,0,1
2172,11,1842,5,1
1337,1,2182,1,1
257,9,955,2,0
634,9,476,2,0
268,8,934,4,0
301,0,1253,0,1
492,4,1104,0,0
501,7,953,3,0
123,6,2471,4,1
2660,9,1607,2,0
759,7,302,3,0
2616,7,2363,3,1
376,0,931,0,1
1491,2,2500,2,0
1916,5,2481,1,1
2165,0,1724,0,0
1404,4,2208,0,1
2589,8,1744,4,0
488,0,1193,0,0
2656,3,1554,3,1
2606,8,2339,4,0
1232,6,574,4,1
1860,7,2274,3,1
1685,3,1977,3,1
764,0,339,0,1
357,3,1108,3,0
838,5,222,1,1
2468,2,355,2,0
2267,3,1833,3,1
1393,9,2184,2,0
1861,4,2469,0,1
1917,1,1270,1,0
1069,8,728,4,1
2573,1,1624,1,0
2635,2,1678,2,1
2201,3,1774,3,0
2514,0,255,0,1
1210,3,735,3,1
2545,11,1667,5,1
87,4,1949,0,0
1677,0,1910,0,1
1202,5,768,1,0
841,0,191,0,1
287,5,1004,1,0
2109,0,2562,0,0
2218,8,1771,4,1
358,8,1203,4,1
849,6,206,4,1
1895,3,2354,3,0
752,3,24,3,0
1812,5,2004,1,0
1841,6,2297,4,0
2178,0,287,0,0
1837,6,2281,4,1
1882,8,2438,4,0
107,9,1469,2,1
1182,5,624,1,0
2371,1,1585,1,0
501,7,1069,3,0
2101,5,2508,1,0
2147,1,203,1,0
2656,3,2282,3,0
1040,6,878,4,1
1249,3,602,3,0
1879,6,2471,4,1
1977,6,2471,4,0
1396,6,2109,4,0
904,2,260,2,1
2245,9,1706,2,0
579,2,65,2,1
987,0,653,0,0
2343,4,187,0,1
1893,7,2277,3,1
1385,3,1554,3,0
1190,4,798,0,1
114,8,1259,4,1
204,4,1373,0,1
2494,4,1622,0,1
1199,3,499,3,1
1974,0,2280,0,0
1043,8,665,4,1
1390,6,2219,4,0
852,5,1597,1,0
1433,8,480,4,1
1029,9,899,2,0
1395,3,742,3,0
2285,0,1787,0,0
1717,8,1852,4,1
1495,1,457,1,1
2064,3,1327,3,0
73,8,455,4,1
2193,6,807,4,1
2626,3,1554,3,0
1406,2,1768,2,1
2244,9,1706,2,0
2117,2,2300,2,0
512,8,984,4,1
1734,9,1832,2,1
2580,1,1532,1,1
321,1,1250,1,0
2173,0,287,0,1
1862,0,2507,0,1
2597,1,1736,1,1
1073,4,784,0,0
2147,1,203,1,1
527,4,954,0,0
860,4,192,0,0
1232,6,574,4,1
1931,9,2461,2,1
2104,6,962,4,0
255,5,1012,1,1
1842,9,2352,2,0
1416,9,2010,2,1
484,2,986,2,0
2252,5,1727,1,0
1359,1,1843,1,0
2410,8,236,4,1
337,0,927,0,0
2362,10,237,5,0
2280,3,1716,3,0
1840,3,2354,3,0
2244,9,1706,2,0
83,8,981,4,1
374,6,1128,4,1
904,2,195,2,0
1451,6,1967,4,0
1733,2,2355,2,0
1803,3,2349,3,0
1756,0,2280,0,0
2602,1,990,1,1
1392,1,1918,1,1
1452,6,1926,4,1
1057,8,1738,4,0
1935,2,2500,2,0
257,9,960,2,0
2268,2,1717,2,0
381,4,1117,0,0
2346,2,1604,2,0
15,0,1390,0,1
1625,2,1913,2,0
858,5,176,1,1
24,9,2010,2,0
1105,2,2227,2,0
8,6,1461,4,0
2040,2,2545,2,1
1759,7,2612,3,1
707,-1,70,0,0
2043,4,2487,0,1
326,-1,1246,0,1
504,1,998,1,1
1090,2,808,2,0
1444,6,571,4,0
1147,14,654,1,1
371,3,72,3,0
2260,0,1755,0,0
264,2,1001,2,1
972,9,1062,2,1
142,9,2548,2,1
1006,3,618,3,1
1050,9,846,2,0
892,4,71,0,0
1185,0,498,0,1
1628,9,2200,2,1
573,8,62,4,1
321,1,1303,1,0
1675,9,1964,2,0
286,7,1232,3,0
1851,5,2409,1,1
1403,11,2231,5,0
1271,8,501,4,0
1724,5,2193,1,0
597,3,155,3,1
1379,1,2156,1,1
1717,8,2324,4,1
1300,2,655,2,1
1189,4,726,0,0
1897,4,2439,0,0
231,5,1463,1,1
97,10,598,5,1
1071,1,658,1,0
1887,2,2270,2,1
2568,9,1651,2,0
1939,8,2074,4,0
1189,4,445,0,0
1598,8,2111,4,1
2468,2,355,2,1
1819,1,2372,1,1
2637,2,1580,2,1
708,-1,73,1,1
879,11,186,5,1
2613,3,1548,3,1
1362,7,2113,3,0
1266,4,524,0,1
367,11,1470,5,0
1274,2,534,2,1
867,5,356,1,1
235,3,1475,3,0
1780,2,2362,2,1
425,6,1464,4,1
30,6,467,4,0
399,2,1415,2,1
153,-1,1465,4,0
2593,10,1565,5,1
1053,11,751,5,0
859,6,289,4,1
1762,8,2534,4,1
276,1,924,1,1
2653,1,1090,1,0
1200,6,552,4,0
2016,2,2545,2,0
781,9,297,2,0
510,8,984,4,0
2612,2,1743,2,1
1425,6,1932,4,0
2489,2,195,2,0
2066,7,2539,3,0
1816,6,2269,4,1
2545,11,1667,5,0
392,8,1437,4,1
2580,1,1532,1,1
1625,2,1974,2,0
2201,3,1830,3,1
1626,9,1983,2,0
2333,7,1560,3,1
1541,4,784,0,1
2590,4,1676,0,0
1675,9,1964,2,1
1987,11,1844,5,0
2110,-1,2540,1,0
443,9,1133,2,0
1860,7,2274,3,1
1393,9,2184,2,1
