Birch_base,DBSCAN_base,Birch_random_best,DBSCAN_random_best,Passed
1647,5,584,1,0
3117,2,3433,2,0
1855,1,2007,1,0
979,9,3160,2,0
1973,9,222,2,0
170,6,1202,4,1
1516,2,640,2,0
2613,0,2363,0,1
3089,1,3476,1,0
1022,11,3187,5,1
1443,9,3553,2,0
1858,0,2105,0,0
348,11,2040,5,0
2350,1,238,1,1
1341,5,3715,1,1
312,8,1489,4,1
2059,3,95,3,0
537,9,1749,2,0
1023,9,312,2,1
1858,0,2771,0,1
85,8,1270,4,0
2028,2,460,2,0
1374,10,3528,5,0
70,0,794,0,0
957,0,3129,0,1
1987,7,163,3,0
1493,-1,3712,4,1
2642,0,1838,0,0
1715,2,2791,2,0
1731,9,2861,2,1
767,7,3647,3,0
1522,3,3442,3,1
1707,6,2767,4,1
1023,9,280,2,1
2417,3,2312,3,1
1148,6,3716,4,1
2544,5,1909,1,1
1335,8,3458,4,0
675,3,81,3,0
853,8,917,4,0
1855,1,2007,1,1
81,6,832,4,0
838,11,958,5,0
2669,2,2041,2,1
350,9,1325,2,1
845,9,903,2,0
1240,2,3366,2,0
2047,7,355,3,0
1277,6,3225,4,1
1737,8,117,4,0
1960,2,72,2,1
2512,2,2765,2,0
1761,8,337,4,0
1654,-1,657,3,0
1986,1,238,1,1
2518,7,1971,3,0
1570,8,944,4,0
356,3,1985,3,0
1914,0,319,0,0
1625,5,803,1,1
1730,8,2777,4,1
2547,6,2010,4,1
1965,9,1915,2,1
2762,0,2487,0,1
2426,4,2901,0,1
2869,9,2466,2,0
352,5,1644,1,1
1538,9,796,2,1
89,1,854,1,0
670,0,3416,0,0
368,2,1907,2,0
100,6,1146,4,1
406,2,1332,2,0
957,0,69,0,0
2529,3,2161,3,0
193,5,97,1,0
3156,1,2472,1,1
1119,4,3151,0,0
1671,2,129,2,0
89,1,134,1,1
2814,2,2515,2,0
2392,8,2304,4,0
1961,5,227,1,0
1083,2,3139,2,1
1526,8,83,4,0
1454,4,3535,0,1
3119,5,3438,1,1
3177,4,3686,0,1
2060,11,209,5,0
2510,8,2025,4,0
424,8,1675,4,1
868,2,101,2,1
1307,7,3337,3,0
2961,1,3063,1,1
2374,0,2289,0,0
2770,0,2487,0,1
1031,2,216,2,1
1121,1,2953,1,0
2070,1,308,1,1
1873,5,341,1,0
1973,9,222,2,0
870,5,135,1,1
200,1,1168,1,1
1816,3,2865,3,0
1825,7,2840,3,1
1007,5,3203,1,0
310,1,1912,1,1
2350,1,208,1,0
1131,-1,3103,5,1
1764,4,3151,0,1
1973,9,222,2,1
2528,2,1956,2,1
1734,2,2831,2,1
2953,3,3037,3,1
2517,7,2009,3,1
2316,9,249,2,0
193,5,1195,1,0
2777,0,2468,0,1
666,9,3432,2,0
1731,9,2846,2,1
580,8,1962,4,1
689,0,2042,0,1
762,6,1817,4,0
942,6,914,4,0
611,5,1802,1,1
2574,3,2292,3,0
1072,1,2969,1,0
404,1,1028,1,1
1717,6,274,4,1
895,7,962,3,0
581,7,1774,3,1
581,7,1711,3,0
677,0,1758,0,1
1623,8,923,4,1
667,4,103,0,0
1985,4,127,0,0
665,6,99,4,0
1344,4,3421,0,0
1117,2,3167,2,1
1494,-1,3717,0,1
2220,0,1438,0,0
1616,6,658,4,0
3106,10,3152,5,0
864,1,3397,1,1
2762,0,2425,0,0
1838,2,2810,2,1
1478,8,3395,4,0
853,8,923,4,1
672,4,2027,0,1
431,4,1688,0,0
1116,2,3178,2,1
3094,0,3783,0,0
617,2,1539,2,0
2787,7,3477,3,1
1971,3,111,3,0
2103,3,634,3,1
763,-1,3575,5,1
772,10,3483,5,0
665,6,3456,4,0
962,4,3141,0,0
264,6,1109,4,0
2697,3,2106,3,1
1041,7,71,3,1
2428,2,2805,2,0
1211,0,3171,0,1
606,7,1697,3,0
3089,1,2420,1,1
904,9,864,2,0
2717,5,2020,1,0
75,2,808,2,1
2510,8,2005,4,0
365,6,1959,4,1
579,9,1682,2,0
1989,9,172,2,0
1990,5,135,1,0
2532,8,1941,4,1
2388,-1,2902,5,1
2077,5,283,1,0
2858,3,3657,3,0
583,7,1700,3,0
672,4,92,0,0
437,6,1733,4,1
1648,6,651,4,0
1488,0,3617,0,1
2805,4,2421,0,1
3207,5,3715,1,1
856,9,1832,2,0
1553,7,79,3,1
323,7,1386,3,1
661,10,151,5,0
80,4,883,0,0
994,1,3130,1,0
857,8,1728,4,0
739,0,3529,0,1
987,8,248,4,0
2790,5,2489,1,0
2344,7,1388,3,1
1010,7,3202,3,0
192,0,116,0,1
2804,4,3439,0,0
1856,4,2061,0,1
2544,5,2003,1,1
1960,2,72,2,1
2611,4,2232,0,0
1032,1,210,1,0
3099,3,2839,3,1
3036,5,2636,1,1
1085,6,3181,4,1
1864,5,2186,1,1
672,4,92,0,0
2331,6,213,4,0
2611,4,1922,0,1
2345,7,362,3,0
1823,2,2875,2,1
3130,5,2774,1,0
407,2,1156,2,0
77,7,84,3,0
670,0,187,0,1
63,6,75,4,1
2534,5,1998,1,1
1993,2,149,2,0
1843,9,2763,2,0
2774,6,3466,4,0
413,8,1347,4,0
1484,0,937,0,1
686,11,1988,5,1
1373,8,3301,4,0
2136,-1,394,1,0
2070,1,509,1,1
1139,0,3226,0,0
3097,1,3106,1,1
85,8,80,4,1
410,2,1029,2,1
372,9,1079,2,0
125,8,1143,4,0
1338,3,3254,3,1
3119,5,3044,1,1
774,9,2488,2,0
88,9,175,2,0
1199,4,673,0,0
1723,4,3141,0,0
2343,7,202,3,0
2218,0,1339,0,0
2777,0,3429,0,1
773,1,1979,1,1
77,7,157,3,1
1078,7,3202,3,1
2507,1,2234,1,1
92,10,1437,5,1
2799,3,3490,3,1
2766,9,2423,2,0
1042,7,294,3,0
2647,2,2300,2,0
2137,3,488,3,1
2541,5,2200,1,1
360,5,1055,1,1
2430,4,2911,0,0
347,0,1948,0,1
82,10,199,5,0
1354,6,3456,4,1
1412,1,3566,1,0
608,1,1975,1,0
1851,1,2881,1,0
1863,4,2884,0,0
979,9,3160,2,1
3117,2,3433,2,0
2241,2,1367,2,0
3141,6,2610,4,0
296,6,2067,4,0
771,2,1883,2,0
627,6,1880,4,1
968,4,3145,0,1
991,9,3266,2,0
1812,5,253,1,0
61,2,1244,2,0
1717,6,252,4,1
893,3,1687,3,0
1353,5,3512,1,0
1851,1,208,1,0
412,0,1387,0,0
2509,1,2420,1,0
975,0,3218,0,1
673,8,2005,4,1
2456,4,2632,0,1
3172,5,3689,1,0
1755,7,202,3,0
966,4,3197,0,1
2417,3,2501,3,0
1991,6,121,4,0
3099,3,2839,3,1
3074,0,2802,0,1
2050,3,821,3,1
2984,6,2997,4,0
2931,9,2590,2,1
1007,5,3203,1,1
2039,8,784,4,0
1352,6,3696,4,0
2856,8,3478,4,0
1973,9,236,2,0
1330,1,3718,1,0
413,8,1347,4,1
59,2,149,2,1
1591,3,659,3,1
2325,2,259,2,1
1928,3,1447,3,0
1986,1,2799,1,1
2788,3,2444,3,1
788,7,1826,3,1
2528,2,1993,2,0
1646,8,653,4,0
3087,1,299,1,1
1149,-1,3038,2,1
2044,0,94,0,1
876,7,935,3,0
685,5,3459,1,0
1972,1,120,1,1
2197,7,1388,3,1
3188,6,3719,4,0
437,6,1717,4,1
2351,3,2535,3,0
330,7,1967,3,0
1958,1,2023,1,0
369,8,2048,4,0
2517,7,2439,3,1
2852,7,3786,3,0
921,-1,1837,4,1
2746,9,1958,2,1
66,9,136,2,0
3096,1,3048,1,1
68,9,113,2,0
2618,4,2298,0,1
1949,5,225,1,1
1545,3,949,3,1
1819,9,2887,2,0
1631,8,762,4,0
1498,3,3518,3,0
2509,1,2420,1,0
671,6,1733,4,0
2268,2,1460,2,0
3097,1,2969,1,1
187,4,1173,0,1
1662,-1,790,2,0
331,-1,2074,4,0
981,2,3134,2,1
779,9,3488,2,0
1599,10,968,5,1
3111,0,2980,0,0
876,7,1978,3,0
189,3,1163,3,1
837,2,63,2,1
2544,5,1969,1,0
1324,5,3722,1,0
676,0,1948,0,0
1954,0,146,0,1
2523,1,1965,1,0
1714,1,2786,1,0
615,1,1800,1,0
588,7,1926,3,1
1115,8,3116,4,0
1027,4,272,0,0
1757,10,2776,5,0
64,4,88,0,1
2316,9,249,2,1
1954,0,2842,0,1
56,8,884,4,0
2535,0,2008,0,1
2070,1,877,1,0
1985,4,127,0,1
3186,2,3829,2,1
2149,8,474,4,0
1948,1,210,1,1
2506,5,2077,1,0
1618,1,696,1,0
1584,-1,661,0,1
584,1,1541,1,1
3120,8,2828,4,1
61,2,129,2,0
1831,0,2888,0,1
2514,0,2256,0,1
2624,4,2246,0,0
640,3,1735,3,0
1526,8,655,4,1
1743,1,257,1,1
986,0,3279,0,1
3084,7,2436,3,1
70,0,189,0,0
2149,8,348,4,0
3128,9,2544,2,1
385,9,1392,2,1
673,8,1940,4,0
1725,2,2870,2,1
2545,11,2825,5,1
3083,5,2975,1,0
303,7,1963,3,1
2517,7,2460,3,0
3119,5,3044,1,0
192,0,116,0,1
3013,4,2534,0,1
2945,5,2971,1,0
1957,11,181,5,1
258,-1,2074,4,0
1964,8,117,4,1
673,8,2005,4,0
123,-1,1199,5,1
852,1,1784,1,0
2542,9,1929,2,0
3102,5,2774,1,1
848,4,103,0,1
1969,1,77,1,0
2049,9,309,2,1
1463,2,3510,2,1
2731,0,1838,0,0
349,5,2192,1,0
1929,3,281,3,1
331,8,2107,4,1
254,-1,2108,1,1
1585,8,662,4,1
2043,6,1169,4,1
1852,5,1351,1,0
2834,8,2548,4,0
1987,7,79,3,1
3110,6,3027,4,0
1708,8,219,4,1
1150,-1,3293,-1,0
2511,3,1911,3,0
59,2,149,2,0
1753,9,2910,2,0
2461,2,2810,2,1
3090,9,2965,2,1
1827,9,1947,2,0
1342,8,3430,4,0
680,6,1685,4,1
1717,6,2883,4,0
1536,3,162,3,0
678,2,1993,2,0
3103,4,3535,0,1
2495,1,2798,1,1
1707,6,166,4,1
3160,8,2529,4,1
961,3,3196,3,1
293,4,1931,0,1
1735,8,2777,4,0
376,11,1343,5,1
2324,1,1369,1,1
1464,0,3501,0,1
400,9,1325,2,0
2677,-1,2092,4,0
300,9,2066,2,0
795,-1,1847,2,0
77,7,84,3,1
1958,1,77,1,1
2420,3,2811,3,0
2441,2,2847,2,1
1444,7,3615,3,1
541,6,1822,4,0
2044,0,666,0,0
1951,3,287,3,0
2532,8,1941,4,0
3141,6,2610,4,0
708,8,3519,4,0
266,8,2031,4,0
1366,4,3409,0,1
1532,6,714,4,1
3061,3,2694,3,0
1973,9,3210,2,1
3095,3,2450,3,0
470,8,1680,4,0
55,4,88,0,1
2637,7,2315,3,1
1284,1,3161,1,0
3087,1,2785,1,1
2409,3,2535,3,0
2805,4,2604,0,1
669,0,60,0,0
1553,7,935,3,0
1527,6,161,4,0
1117,2,3140,2,1
2047,7,159,3,1
1558,4,643,0,0
456,6,1791,4,0
2358,-1,2277,3,0
3189,-1,3721,5,0
438,3,1692,3,1
2969,8,2961,4,0
601,3,1801,3,0
1761,8,2900,4,1
64,4,114,0,0
1907,3,287,3,0
1556,11,188,5,0
54,7,109,3,0
2517,7,2009,3,0
1000,3,3196,3,1
2052,10,199,5,0
3091,7,3401,3,1
667,4,103,0,0
3150,4,2557,0,0
1976,4,92,0,0
2715,4,2127,0,0
486,3,1072,3,1
2421,3,2554,3,0
2615,8,2043,4,1
71,3,90,3,1
1848,3,2016,3,0
899,5,973,1,0
1348,10,3444,5,0
617,2,1539,2,1
901,3,821,3,1
671,6,1927,4,1
2727,0,2044,0,0
857,8,1728,4,0
3082,3,3039,3,0
386,2,1333,2,0
679,4,1913,0,1
2223,6,1446,4,1
2780,9,3556,2,0
60,2,73,2,0
1707,6,2883,4,1
613,7,1780,3,1
2136,1,349,1,1
3154,6,2522,4,0
837,2,972,2,1
2776,8,2551,4,1
2776,8,2551,4,0
1990,5,150,1,0
2040,2,246,2,0
967,0,3129,0,1
437,6,1733,4,1
1981,8,86,4,1
2539,3,1949,3,1
1358,8,3499,4,0
2324,1,231,1,0
870,5,135,1,0
1638,5,830,1,0
1471,5,3450,1,0
779,9,1832,2,1
1707,6,2883,4,1
3129,1,2513,1,1
2763,4,2418,0,1
2780,9,3432,2,1
1743,1,228,1,0
991,9,3404,2,0
1701,6,2627,4,0
3042,9,2778,2,0
1822,5,2826,1,0
660,5,2415,1,0
131,1,177,1,1
373,3,2032,3,1
395,4,1376,0,1
2044,0,684,0,1
2372,1,2472,1,1
3108,1,2960,1,1
3125,10,2537,5,0
2059,3,95,3,0
2657,1,2263,1,0
1338,3,2999,3,1
2800,11,2479,5,1
642,8,1771,4,1
1551,3,3122,3,1
845,9,903,2,1
773,1,3481,1,1
2091,5,328,1,1
1335,8,3458,4,1
672,4,2027,0,0
665,6,99,4,0
1345,1,3446,1,1
2784,11,2547,5,0
1016,8,461,4,0
2782,7,2460,3,0
2542,9,2556,2,0
1013,2,585,2,0
2282,7,220,3,1
2726,3,1640,3,1
1865,8,2845,4,0
322,6,2067,4,1
1490,6,3550,4,0
1580,7,749,3,1
1989,9,280,2,0
588,7,1926,3,0
1546,8,83,4,0
848,4,926,0,1
678,2,72,2,0
2461,2,2810,2,0
3140,11,3040,5,0
1370,10,3530,5,0
229,-1,1390,3,1
1865,8,2845,4,0
667,4,103,0,0
898,-1,836,0,1
2557,4,2282,0,1
3086,2,3390,2,1
1971,3,81,3,1
1538,9,198,2,1
2688,9,2114,2,0
2567,8,2519,4,1
2742,5,1626,1,1
1965,9,249,2,0
2796,3,2536,3,0
841,1,1723,1,0
2637,7,2273,3,1
1828,9,2138,2,0
2625,3,2292,3,0
2519,2,2116,2,1
376,11,1053,5,1
2550,1,1930,1,0
674,8,148,4,0
1602,9,912,2,1
2372,1,2788,1,1
906,-1,966,5,1
3093,7,3170,3,0
1997,5,709,1,0
2317,3,287,3,0
2338,7,1408,3,0
1981,8,86,4,1
3080,4,3041,0,0
673,8,2005,4,0
2306,2,350,2,0
3046,4,2623,0,1
1963,7,1967,3,0
2152,5,421,1,0
927,-1,936,0,1
193,5,1195,1,1
1210,8,610,4,0
2322,4,290,0,1
3093,7,3131,3,1
2080,4,215,0,0
413,8,2048,4,0
1926,0,360,0,0
389,8,1181,4,1
1269,7,3318,3,0
1754,-1,3085,1,0
1763,0,360,0,1
1767,2,3042,2,1
679,4,1942,0,0
1327,1,3043,1,0
427,8,1203,4,0
1751,1,2798,1,0
2805,4,2261,0,1
1443,9,3404,2,1
1103,5,3118,1,0
1969,1,210,1,0
918,3,174,3,1
744,7,3449,3,1
3043,0,2618,0,1
655,0,170,0,0
959,5,3267,1,1
1732,8,3162,4,0
2544,5,1998,1,0
1824,3,2790,3,0
1563,-1,663,-1,1
842,0,3626,0,0
1324,5,2979,1,1
2538,1,2788,1,1
1999,7,1204,3,1
2204,8,1375,4,1
219,3,1250,3,1
1542,5,951,1,0
2571,4,2418,0,0
2819,4,2538,0,0
1713,8,3155,4,1
857,8,1738,4,1
54,7,1129,3,1
564,2,1760,2,0
331,8,2904,4,1
3043,0,2618,0,1
2773,2,2469,2,1
1537,0,69,0,0
365,6,1968,4,0
915,6,919,4,0
3053,11,2905,5,1
54,7,109,3,1
88,9,175,2,1
833,2,1849,2,1
3109,7,3401,3,1
1632,-1,967,1,0
2542,9,1929,2,1
81,6,832,4,0
1969,1,238,1,0
3168,2,3720,2,1
851,0,937,0,1
1294,8,683,4,1
1060,0,3259,0,0
3092,7,2966,3,0
950,0,1013,0,0
67,8,118,4,1
278,8,2031,4,0
2288,2,1453,2,0
2535,0,2256,0,0
61,2,1185,2,0
2762,0,2487,0,0
1316,2,3112,2,0
3164,9,3726,2,0
1715,2,2791,2,0
715,6,971,4,1
1575,-1,948,5,1
912,3,920,3,1
3128,9,3402,2,1
27,-1,6,6,0
3042,9,2775,2,1
3153,3,3484,3,0
1059,7,3318,3,0
3090,9,3455,2,0
2033,0,1240,0,0
613,7,1686,3,1
1959,11,209,5,1
1324,5,3722,1,0
267,-1,1391,4,1
426,5,899,1,1
3170,4,2486,0,0
3090,9,2965,2,0
1975,6,75,4,1
1006,2,3139,2,1
1471,5,3450,1,0
2509,1,2799,1,1
962,4,3157,0,0
1560,11,615,5,0
1897,7,1464,3,0
3056,7,2919,3,1
54,7,1129,3,0
1475,6,3417,4,1
1361,4,704,0,0
1920,-1,351,4,0
413,8,1347,4,1
80,4,184,0,1
3107,5,2956,1,0
976,5,3117,1,0
382,6,1717,4,1
1949,5,167,1,1
3181,8,3723,4,0
1965,9,1933,2,0
1528,7,616,3,0
101,7,1132,3,0
198,7,1134,3,1
429,5,1751,1,1
62,7,1279,3,0
2522,4,1931,0,1
369,8,2048,4,0
689,0,2042,0,0
880,6,904,4,1
689,0,2042,0,1
1426,5,3531,1,1
641,5,1802,1,0
449,4,1688,0,0
430,10,837,5,0
1016,8,343,4,0
2431,1,2785,1,1
3152,5,2718,1,1
1459,0,3465,0,1
2657,1,2000,1,1
981,2,3134,2,1
2345,7,294,3,1
2001,3,1206,3,1
1240,2,541,2,1
2519,2,1928,2,0
2520,1,2000,1,1
1543,9,796,2,0
1716,6,2784,4,0
2547,6,1984,4,1
1959,11,2050,5,0
856,9,1759,2,0
983,11,698,5,1
1030,1,560,1,0
809,-1,1850,3,1
591,7,1693,3,0
2776,8,2498,4,0
2763,4,2539,0,1
2439,2,2484,2,0
1984,7,157,3,0
920,3,1010,3,1
753,7,3602,3,0
1870,3,2016,3,0
1284,1,3130,1,1
675,3,1949,3,0
656,4,1922,0,0
533,6,1716,4,1
2202,6,1420,4,1
3107,5,2956,1,0
1727,3,2781,3,0
971,10,3205,5,1
588,7,1966,3,1
442,2,1690,2,1
1795,7,3131,3,1
1538,9,3404,2,1
3002,3,2906,3,1
1624,3,931,3,1
59,2,149,2,0
369,8,2031,4,0
2618,4,2298,0,0
1335,8,3458,4,0
3111,0,2634,0,1
2550,1,1997,1,1
776,8,1843,4,0
2106,-1,407,0,0
3159,1,2513,1,1
1027,4,3180,0,1
200,1,1316,1,0
350,9,1937,2,1
1036,0,3150,0,0
1343,2,3390,2,0
1474,0,3527,0,1
2283,4,279,0,1
2107,-1,664,4,1
689,0,1955,0,0
1350,1,3507,1,1
2891,5,2510,1,0
2835,1,2255,1,1
689,0,1712,0,0
2293,4,422,0,1
292,2,2055,2,0
1732,8,2900,4,1
762,6,1851,4,0
1475,6,3496,4,1
2321,1,1452,1,1
1958,1,1997,1,0
1174,0,2993,0,0
1337,7,3424,3,0
3098,11,3454,5,0
3095,3,3144,3,0
351,9,1958,2,0
1602,9,796,2,0
1698,7,2009,3,1
2325,2,304,2,1
1375,8,3430,4,1
207,5,1027,1,1
1360,10,3503,5,0
2534,5,1998,1,0
2369,7,2907,3,1
1705,7,2840,3,0
1954,0,146,0,1
83,2,105,2,0
3120,8,2480,4,1
3092,7,2966,3,0
2264,-1,1455,1,1
978,11,3143,5,1
433,1,993,1,1
3146,7,2441,3,0
1699,8,2005,4,1
1712,10,2776,5,0
1532,6,591,4,1
2894,6,2437,4,0
656,4,1705,0,0
963,0,3259,0,0
672,4,2027,0,1
3089,1,3498,1,0
2610,9,2236,2,1
635,5,1852,1,0
2575,7,2354,3,0
701,6,1851,4,1
2970,3,3037,3,1
1395,6,3696,4,0
264,6,1109,4,0
2368,7,2642,3,1
1740,8,2908,4,0
2336,6,274,4,1
964,6,3188,4,1
989,9,2965,2,1
853,8,123,4,1
2322,4,1403,0,0
2787,7,3491,3,1
2425,8,2928,4,0
1378,8,3687,4,0
1745,7,2770,3,1
1527,6,99,4,1
1349,2,3457,2,0
2452,0,2876,0,0
1461,9,3520,2,0
1715,2,211,2,1
2068,9,447,2,1
2843,11,2541,5,1
2534,5,2416,1,1
309,8,2081,4,0
413,8,1347,4,0
3163,8,3504,4,1
980,5,665,1,0
865,10,959,5,1
893,3,111,3,0
2816,9,2542,2,1
611,5,1704,1,0
194,0,1133,0,0
1961,5,225,1,0
2414,3,2443,3,0
1018,2,3140,2,0
1615,5,793,1,1
59,2,149,2,1
1971,3,81,3,0
1875,0,2866,0,1
1069,6,3188,4,0
660,5,1809,1,0
960,6,3133,4,1
1951,3,287,3,0
2252,1,1136,1,1
446,10,1694,5,0
3139,9,2506,2,0
1958,1,77,1,1
2528,2,1956,2,1
2075,0,666,0,0
751,3,1831,3,1
158,-1,1207,2,0
1495,5,3724,1,0
1311,1,2983,1,1
1577,4,691,0,1
230,-1,1410,0,1
3089,1,3476,1,1
1714,1,2799,1,0
400,9,1405,2,1
864,1,934,1,0
746,1,3567,1,0
2299,4,2884,0,0
1208,-1,667,3,1
2330,0,255,0,0
64,4,1259,0,1
1557,0,787,0,0
880,6,904,4,1
603,2,1750,2,0
590,3,1735,3,0
1834,6,2787,4,0
1730,8,2761,4,0
381,9,1083,2,0
1663,-1,838,3,0
3137,5,2471,1,0
1586,11,615,5,1
2687,1,2340,1,0
1044,2,3139,2,0
671,6,1959,4,0
2074,3,761,3,1
841,1,191,1,0
2947,0,2611,0,0
1742,2,2721,2,0
355,1,1248,1,0
2886,17,2490,0,1
2430,4,2911,0,0
540,9,1761,2,0
672,4,2027,0,1
2550,1,1930,1,0
2365,-1,2524,2,1
95,4,62,0,0
206,0,107,0,0
95,4,88,0,1
1371,2,3463,2,1
661,10,151,5,0
2537,1,2234,1,1
1467,1,3516,1,1
260,-1,2109,4,0
767,7,3647,3,1
3045,6,2954,4,0
965,9,2963,2,0
2771,8,2545,4,0
2746,9,2045,2,0
260,-1,2109,4,0
1536,3,162,3,0
2798,11,2494,5,0
1587,-1,612,5,1
107,7,1023,3,1
3102,5,3044,1,1
1005,8,3138,4,0
1975,6,75,4,1
483,-1,1102,1,0
1199,4,3329,0,0
1309,4,3711,0,0
71,3,174,3,1
1912,8,275,4,1
1551,3,162,3,1
3097,1,3106,1,1
457,10,1714,5,0
907,8,930,4,1
1604,7,668,3,0
1948,1,169,1,1
3139,9,2544,2,1
1953,5,1909,1,0
2518,7,1932,3,0
2646,2,2306,2,0
1710,0,3175,0,0
678,2,72,2,0
1871,5,2095,1,0
1669,9,839,2,0
672,4,2261,0,1
2532,8,1941,4,1
675,3,1743,3,1
861,7,3538,3,0
1815,9,2775,2,0
1843,9,2763,2,1
1622,4,806,0,1
1205,-1,669,4,1
1839,11,2825,5,1
156,7,178,3,1
91,5,68,1,1
3087,1,2785,1,1
2090,11,352,5,1
1867,7,2915,3,1
669,0,189,0,1
891,7,1767,3,0
2046,9,309,2,1
1970,0,146,0,0
960,6,3225,4,0
411,7,1129,3,1
1936,7,2829,3,0
1597,7,616,3,1
454,11,1762,5,1
663,7,74,3,1
912,3,979,3,1
2517,7,2460,3,0
1445,0,3416,0,1
1713,8,3155,4,0
3157,4,2587,0,0
3049,9,2807,2,1
665,6,3456,4,1
2550,1,1997,1,0
2517,7,2009,3,0
2425,8,2928,4,1
195,4,114,0,1
1661,8,841,4,0
86,8,86,4,1
201,9,1123,2,1
702,2,3584,2,1
204,6,832,4,1
3036,5,2636,1,1
1212,6,3312,4,0
2777,0,2468,0,0
1984,7,163,3,1
1622,4,806,0,0
673,8,2005,4,1
2091,5,401,1,1
669,0,937,0,0
3075,5,2878,1,0
2780,9,3432,2,1
2063,3,281,3,1
2627,2,1807,2,1
2135,7,497,3,0
56,8,1270,4,1
3162,9,3045,2,0
1882,1,1407,1,1
2038,9,1269,2,0
322,6,2082,4,1
1623,8,670,4,1
363,4,1078,0,0
1367,4,3439,0,1
676,0,2015,0,1
2645,8,2307,4,0
1828,9,2207,2,0
1972,1,78,1,1
330,7,2182,3,0
54,7,1129,3,1
3057,8,2828,4,1
1372,7,3424,3,1
205,9,1165,2,0
1735,8,2777,4,0
915,6,919,4,0
670,0,187,0,1
2435,8,2308,4,0
56,8,171,4,0
2535,0,2256,0,0
3086,2,2964,2,1
712,2,3500,2,1
3129,1,3816,1,0
1342,8,3430,4,1
3166,2,2469,2,1
306,8,1994,4,1
3106,10,3152,5,0
1903,6,1465,4,0
2056,6,820,4,0
606,7,1697,3,0
1763,0,2973,0,0
674,8,148,4,0
2931,9,2590,2,0
935,8,933,4,1
3109,7,3391,3,1
1028,0,459,0,1
514,-1,1057,4,0
1972,1,78,1,1
2359,6,2637,4,1
974,0,3186,0,1
575,4,1559,0,1
1714,1,299,1,1
2791,0,1884,0,1
1709,2,2870,2,1
2787,7,3426,3,0
3018,0,2638,0,1
356,3,1985,3,0
3010,1,2591,1,1
80,4,184,0,1
1468,7,3467,3,0
1670,-1,671,1,1
2792,6,2429,4,0
1700,4,2792,0,0
1526,8,83,4,1
2614,2,2049,2,1
2723,0,2070,0,0
303,7,2110,3,1
269,5,2111,1,0
1633,3,672,3,1
974,0,3186,0,0
1602,9,912,2,0
976,5,3203,1,1
449,4,1688,0,1
1081,9,3304,2,0
1536,3,111,3,1
2534,5,2886,1,0
960,6,3133,4,1
1354,6,3532,4,1
1094,7,3156,3,1
1654,-1,873,3,1
1851,1,2881,1,0
1407,1,3681,1,0
270,6,1409,4,0
476,0,1722,0,0
1342,8,3113,4,0
1023,9,3128,2,0
2648,5,2264,1,0
2528,2,2049,2,0
2243,7,1388,3,0
1524,2,72,2,0
1201,3,690,3,1
2516,6,2877,4,0
2539,3,81,3,1
2313,4,345,0,0
671,6,1927,4,1
3070,5,2886,1,1
54,7,1129,3,0
1949,5,225,1,1
772,10,3483,5,0
2046,9,196,2,0
864,1,191,1,1
2723,0,2070,0,1
621,4,1598,0,0
2787,7,2482,3,0
1589,6,3533,4,0
437,6,1685,4,1
1707,6,166,4,1
2349,8,260,4,0
1968,7,79,3,1
405,10,1411,5,1
2543,3,2161,3,1
310,1,2112,1,1
1255,-1,637,3,0
1774,2,2831,2,1
1800,2,3140,2,1
2801,6,2502,4,0
1026,10,310,5,1
2528,2,1956,2,0
1714,1,2786,1,1
55,4,145,0,0
2834,8,2440,4,0
656,4,1718,0,0
57,8,66,4,0
1953,5,150,1,0
1850,0,2772,0,1
2543,3,2016,3,0
1728,7,262,3,0
3159,1,2591,1,0
1585,8,607,4,0
216,6,1202,4,1
3120,8,2819,4,0
1555,2,618,2,0
684,10,2451,5,1
1845,9,1933,2,0
2509,1,1930,1,0
1981,8,86,4,1
1828,9,2797,2,0
1967,5,182,1,0
1356,8,3521,4,1
1530,1,3548,1,0
1727,3,2781,3,0
1547,3,174,3,1
2795,9,2488,2,0
85,8,164,4,0
2046,9,136,2,1
3081,3,3393,3,1
992,9,3441,2,1
849,2,3398,2,0
124,1,1194,1,0
678,2,1993,2,1
2006,1,1198,1,0
2792,6,2461,4,1
3092,7,2966,3,1
1371,2,3433,2,1
1361,4,704,0,0
2458,10,2862,5,0
2783,10,2451,5,1
2367,3,2292,3,0
471,3,1695,3,0
411,7,1105,3,0
1969,1,231,1,0
1780,5,253,1,0
1736,2,211,2,1
962,4,3141,0,0
2772,0,2435,0,1
257,6,2067,4,0
2790,5,2448,1,1
2769,6,2429,4,1
359,5,1381,1,1
217,-1,1209,5,1
603,2,1750,2,1
2044,0,311,0,0
869,2,1702,2,0
1454,4,3493,0,0
1708,8,219,4,1
343,5,2022,1,0
1790,3,3148,3,0
2637,7,2006,3,1
1635,5,720,1,0
2779,1,3481,1,0
1337,7,3201,3,1
3091,7,3491,3,0
1761,8,337,4,1
3037,2,2635,2,0
992,9,3455,2,1
1355,2,3182,2,0
3070,5,2762,1,0
1413,7,3509,3,0
1708,8,264,4,0
454,11,1721,5,1
1816,3,2790,3,0
2035,2,347,2,1
346,8,1026,4,0
1969,1,210,1,1
1984,7,2009,3,1
580,8,1945,4,1
888,0,794,0,0
2535,0,2008,0,0
3151,6,2491,4,0
679,4,1913,0,0
3139,9,2544,2,0
2785,4,2454,0,1
1710,0,205,0,0
1752,1,257,1,1
